Date,AAPL,AMZN,GOOGL,JPM,MSFT,NVDA,V
2015-01-02,24.2375545501709,15.425999641418457,26.29613494873047,46.72092819213867,39.85845184326172,0.4830383062362671,61.340965270996094
2015-01-05,23.554744720458984,15.10949993133545,25.795089721679688,45.27048873901367,39.49191665649414,0.4748797118663788,59.9869499206543
2015-01-06,23.556955337524414,14.76449966430664,25.15848159790039,44.09666061401367,38.912288665771484,0.46048209071159363,59.60041046142578
2015-01-07,23.887277603149414,14.920999526977539,25.084487915039062,44.16395568847656,39.40669250488281,0.4592823088169098,60.39895248413086
2015-01-08,24.80508041381836,15.02299976348877,25.171886444091797,45.1508674621582,40.56595993041992,0.47655946016311646,61.20905303955078
2015-01-09,24.831682205200195,14.846500396728516,24.864505767822266,44.365814208984375,40.22499084472656,0.4784789979457855,60.30171585083008
2015-01-12,24.219816207885742,14.570500373840332,24.682764053344727,43.9845085144043,39.72205352783203,0.47248005867004395,60.18366622924805
2015-01-13,24.43485450744629,14.737000465393066,24.918136596679688,43.992000579833984,39.517486572265625,0.4717601239681244,60.359596252441406
2015-01-14,24.34174919128418,14.66349983215332,25.123220443725586,42.474246978759766,39.17653274536133,0.47367995977401733,59.15138244628906
2015-01-15,23.68110466003418,14.34749984741211,25.027881622314453,41.11353302001953,38.76736831665039,0.4703204333782196,58.58894729614258
2015-01-16,23.49709701538086,14.536999702453613,25.348173141479492,41.81631851196289,39.41520690917969,0.47895896434783936,59.010189056396484
2015-01-20,24.102323532104492,14.472000122070312,25.322349548339844,41.651832580566406,39.54306411743164,0.4803987145423889,59.447628021240234
2015-01-21,24.286327362060547,14.862500190734863,25.841270446777344,41.78640365600586,39.14242935180664,0.4871175289154053,59.54948425292969
2015-01-22,24.91813850402832,15.515999794006348,26.68097686767578,43.05742645263672,40.17384338378906,0.49551618099212646,59.623565673828125
2015-01-23,25.046728134155273,15.619500160217285,26.91188621520996,42.37706756591797,40.21648406982422,0.496955931186676,59.783267974853516
2015-01-26,25.07332992553711,15.482999801635742,26.652177810668945,42.44436264038086,40.07155227661133,0.4947962462902069,59.375892639160156
2015-01-27,24.1954288482666,15.337499618530273,25.88099479675293,42.01818084716797,36.36357879638672,0.4710403084754944,58.0936393737793
2015-01-28,25.563270568847656,15.195500373840332,25.44599723815918,40.934085845947266,35.110557556152344,0.46336162090301514,57.0219612121582
2015-01-29,26.359140396118164,15.58899974822998,25.48572540283203,41.62193298339844,35.80954360961914,0.47463977336883545,57.40155792236328
2015-01-30,25.97339630126953,17.726499557495117,26.693391799926758,40.65745544433594,34.437156677246094,0.46072208881378174,59.00093460083008
2015-02-02,26.299285888671875,18.223499298095703,26.4277286529541,41.4724006652832,35.18727493286133,0.47080036997795105,59.100460052490234
2015-02-03,26.30371856689453,18.177499771118164,26.48235321044922,42.406978607177734,35.46004104614258,0.48255836963653564,60.13046646118164
2015-02-04,26.505456924438477,18.237499237060547,26.124813079833984,42.152767181396484,35.66462707519531,0.48375827074050903,61.31089401245117
2015-02-05,26.694644927978516,18.694499969482422,26.310039520263672,42.44436264038086,36.18460464477539,0.49167680740356445,62.91025924682617
2015-02-06,26.4698429107666,18.714000701904297,26.511150360107422,43.281707763671875,36.150489807128906,0.4895171523094177,61.896484375
2015-02-09,26.645671844482422,18.527999877929688,26.282726287841797,43.22938919067383,36.107872009277344,0.4890373647212982,61.44282913208008
2015-02-10,27.15757942199707,18.649999618530273,26.822996139526367,43.7078857421875,36.31245040893555,0.5027149319648743,61.23217010498047
2015-02-11,27.794113159179688,18.756999969482422,26.71573829650879,43.640602111816406,36.12492752075195,0.499355673789978,61.67738342285156
2015-02-12,28.145776748657227,18.85849952697754,27.113496780395508,44.53778076171875,36.73012924194336,0.5351095795631409,62.8182258605957
2015-02-13,28.283761978149414,19.09149932861328,27.369234085083008,44.61254119873047,37.3950080871582,0.5353494882583618,62.52142333984375
2015-02-17,28.450698852539062,18.771499633789062,27.063838958740234,44.93403244018555,37.412166595458984,0.5370292067527771,62.808982849121094
2015-02-18,28.648771286010742,18.668500900268555,26.94664764404297,44.38824462890625,37.36923599243164,0.5307902097702026,62.403175354003906
2015-02-19,28.588680267333984,18.950000762939453,27.135343551635742,44.2835807800293,37.34349822998047,0.532230019569397,62.3985595703125
2015-02-20,28.822378158569336,19.183000564575195,26.904438018798828,44.709747314453125,37.65253448486328,0.5360693335533142,63.3028564453125
2015-02-23,29.601350784301758,19.006999969482422,26.5667667388916,44.373291015625,37.9015007019043,0.5317500233650208,63.30521011352539
2015-02-24,29.4166202545166,18.929500579833984,26.748016357421875,45.47235870361328,37.84999465942383,0.5374107360839844,63.17997360229492
2015-02-25,28.664350509643555,19.26849937438965,27.17904281616211,45.71160888671875,37.76414489746094,0.533315896987915,63.30521011352539
2015-02-26,29.02713394165039,19.239999771118164,27.772947311401367,46.04056930541992,37.82423400878906,0.5347611904144287,63.476806640625
